"CODIGO
ALMACEN","NOMBRE
 CONTENEDOR",CIUDAD,PROYECTO/OBRA,"UNIDAD
 DE NEGOCIO",FAMILIA,SUBFAMILIA,IMPORTANCIA,"CODIGO
 ARTICULO","NOMBRE
 ARTICULO","NOMBRE ARTICULO
 PROVEEDOR",PROVEEDOR,"CODIGO ARTICULO
 PROVEEDOR",PRECIO PROVEEDOR,"COSTE
SOLUCIONES",PRECIO VENTA SOLUCIONES,IMPUTACIÓN TRANSPORTE,% IMPUTACIÓN TRANSPORTE,PRECIO VENTA + ENVÍO SOLUCIONES,TIPO DE CAMBIO EURO-DÓLAR,COSTE COMPRA DE SAEMA,COSTE DE SAEMA,"PRECIO 
UNITARIO","PRECIO 
COMPETENCIA",UNIDAD METRICA,"UD 
STOCK",CANTIDAD PENDIENTE DE SERVIR,"Calificación valor A, B o C","FACTOR
 MODIFICADOR
 VALOR","VALOR STOCK
DDP",ORIGEN DATOS,COSTE CONTENEDOR,COSTE FLETE,COSTE SEGURO,VOLUMEN (m3),UNIDAD MEDIDA VOLUMEN,% VOLUMEN UNITARIO,VOLUMEN BULTO(m3),UNIDADES POR BULTO,VOLUMEN TOTAL CARGA ENVIO (m3),COSTE ENVIO DE CADA m3
1,FSCU - 613147 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,DEPOSITOS,A,0000000530,Interacumulador horizontal 150l Galvanizado,,,,,,315 €,"59,74 €","18,99%","374,24 €","1,40",524 USD,629 USD,"785,89 USD",,UNIDAD,88,,,1,55.327 USD,FRA. 9.076.08,3.360 €,12.934 €,782 €,"0,410",m3,"0,350%","36,110",88,"117,30","145,58 €"
1,FSCU - 613147 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CAPTADORES,A,0000000531,Captador solar plano QRD CR10ALDP8 1900x1090mm,,,,,,231 €,"33,98 €","14,71%","264,98 €","1,40",371 USD,445 USD,"556,46 USD",,UNIDAD,88,,,1,39.174 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,233",m3,"0,199%","20,540",88,"117,30","145,58 €"
1,FSCU - 613147 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ESTRUCTURAS,A,0000000581,Estructura EQ P. Alto Termosifón 150l 30º,,,,,,"148,61 €","2,55 €","1,71%","151,16 €","1,40",212 USD,254 USD,"317,43 USD",,UNIDAD,88,,,1,22.347 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,018",m3,"0,015%","1,540",88,"117,30","145,58 €"
1,FSCU - 613147 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000583,Kit sistema indirecto perfil alto 150/200l,,,,,,"58,75 €","4,42 €","7,52%","63,17 €","1,40",88 USD,106 USD,"132,65 USD",,UNIDAD,88,,,1,9.339 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,030",m3,"0,026%","2,670",88,"117,30","145,58 €"
1,FSCU - 613147 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000584,Ramal aislado equipo 150l  P. Alto- Corto,,,,,,"13,25 €","4,42 €","33,34%","17,67 €","1,40",25 USD,30 USD,"37,10 USD",,UNIDAD,88,,,1,2.612 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,030",m3,"0,026%","2,670",88,"117,30","145,58 €"
1,FSCU - 613147 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000585,Ramal aislado equipo 150l  P. Alto- Largo,,,,,,"25,92 €","4,42 €","17,04%","30,34 €","1,40",42 USD,51 USD,"63,71 USD",,UNIDAD,88,,,1,4.485 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,030",m3,"0,026%","2,670",88,"117,30","145,58 €"
2,SEAU - 861296 - 3,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,C,0000000597,Casa Z Dra Maria Jose,,,,,"12.500,00 €",15.625 €,,,17.904 €,"1,40",25.066 USD,30.079 USD,37.599 USD,,,1,,,1,30.079 USD,,,,,,,,,,,
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CAPTADORES,A,0000000586,Captador solar plano PA-E  (CR10S8),,,,,,333 €,"38,83 €","11,66%","371,76 €","1,40",520 USD,625 USD,"780,69 USD",,UNIDAD,70,,,1,43.719 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,267",m3,"0,227%","18,670",70,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,DEPOSITOS,A,0000000587,Interacumulador vertical 200l Galvanizado,,,,,,423 €,"76,18 €","18,00%",500 €,"1,40",699 USD,839 USD,1.049 USD,,UNIDAD,18,,,1,15.106 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,523",m3,"0,446%","9,420",18,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,DEPOSITOS,A,0000000588,Interacumulador vertical 300l Galvanizado,,,,,,539 €,"105,36 €","19,56%",644 €,"1,40",901 USD,1.082 USD,1.352 USD,,UNIDAD,24,,,1,25.963 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,724",m3,"0,617%","17,370",24,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000589,Estación solar Chromagen 1 Via,,,,,,287 €,"6,31 €","2,20%","293,16 €","1,40",410 USD,493 USD,"615,63 USD",,UNIDAD,42,,,1,20.685 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,043",m3,"0,037%","1,820",42,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ESTRUCTURAS,A,0000000590,Estructura 1 captador cubierta plana 30º,,,,,,"104,83 €","4,53 €","4,32%","109,36 €","1,40",153 USD,184 USD,"229,65 USD",,UNIDAD,18,,,1,3.307 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,031",m3,"0,027%","0,560",18,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ESTRUCTURAS,A,0000000591,Estructura 2 captador cubierta plana 30º,,,,,,"120,96 €","3,52 €","2,91%","124,48 €","1,40",174 USD,209 USD,"261,40 USD",,UNIDAD,24,,,1,5.019 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,024",m3,"0,021%","0,580",24,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000592,Kit sistema forzado 150/200l,,,,,,"71,42 €","4,30 €","6,02%","75,72 €","1,40",106 USD,127 USD,"159,02 USD",,UNIDAD,18,,,1,2.290 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,030",m3,"0,025%","0,532",18,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000593,Kit sistema forzado 300l,,,,,,"81,79 €","3,23 €","3,95%","85,02 €","1,40",119 USD,143 USD,"178,54 USD",,UNIDAD,24,,,1,3.428 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,022",m3,"0,019%","0,532",24,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000594,"Mezclador termostático para solar 1/2"" ",,,,,,"97,92 €","1,84 €","1,88%","99,76 €","1,40",140 USD,168 USD,"209,50 USD",,UNIDAD,42,,,1,7.039 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,013",m3,"0,011%","0,532",42,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000595,Set conexión para vaso expansión,,,,,,"34,56 €","1,84 €","5,34%","36,40 €","1,40",51 USD,61 USD,"76,45 USD",,UNIDAD,42,,,1,2.569 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,013",m3,"0,011%","0,532",42,"117,30","145,58 €"
3,FSCU - 614236 - 2,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACCESORIOS,A,0000000596,Vaso de explansion de 8 l para ACS-R1,,,,,,"22,46 €","1,84 €","8,21%","24,30 €","1,40",34 USD,41 USD,"51,04 USD",,UNIDAD,42,,,1,1.715 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,013",m3,"0,011%","0,532",42,"117,30","145,58 €"
4,NOWU - 607047 - 4,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,HERRAMIENTA,C,0000000002,Central hidraúlica gatos contenedores,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
4,NOWU - 607047 - 4,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,HERRAMIENTA,C,0000000003,Gatos eleva-contenedores,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,4,,,1,0 USD,,,,,,,,,,,
4,NOWU - 607047 - 4,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000012,Fusible XS 36kV  8kA,,,,,,112 €,,,"128,34 €","1,40",180 USD,216 USD,"269,51 USD",,UNIDAD,324,,,1,69.857 USD,FRA. 10.053.10,,,,,m3,,,,,
4,NOWU - 607047 - 4,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000413,Hilo fusible XS  25A  tipo K,,,,,,5 €,,,"5,50 €","1,40",8 USD,9 USD,"11,55 USD",,UNIDAD,11,,,1,102 USD,FRA. 13.022.13,,,,,,,,,,
4,NOWU - 607047 - 4,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000013,Hilo fusible XS  6A  tipo K,,,,,,4 €,,,"4,01 €","1,40",6 USD,7 USD,"8,42 USD",,UNIDAD,513,,,1,3.456 USD,FRA. 13.022.13,,,,,,,,,,
4,NOWU - 607047 - 4,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000011,Pararrayos 36kV,,,,,,123 €,,,"141,23 €","1,40",198 USD,237 USD,"296,58 USD",,UNIDAD,237,,,1,56.232 USD,FRA. 10.053.10,,,,,m3,,,,,
4,NOWU - 607047 - 4   (Cor:  Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000414,Pieza adaptación hilo fusible XS,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,100,,,1,0 USD,,,,,,,,,,,
5,NOWU - 871584 - 4   (Cor:  Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000014,Cable LA - 56 (m),,,,,,"0,68 €","0,07 €","10,57%","0,75 €","1,40",1 USD,1 USD,"1,58 USD",,METRO,6000,,,1,7.579 USD,FRA. 11.016.11,1.750 €,3.655 €,259 €,"0,000",m3,"0,001%","19,396",78.827,"19,40","292,04 €"
5,NOWU - 871584 - 4   (Cor:  Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000016,"Cable 1x95 mm² Al 0,6/1 kV (m)",,,,"1,99 €","1,00 €","1,24 €",,,"1,43 €","1,40",2 USD,2 USD,"2,99 USD",,METRO,8000,,,1,19.155 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
5,NOWU - 871584 - 4   (Cor:  Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000017,"Trenzado 3x50 Al 0,6/1kV (m)",,,,"4,99 €","2,50 €","3,12 €",,,"3,57 €","1,40",5 USD,6 USD,"7,50 USD",,METRO,1000,,,1,6.004 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
5,NOWU - 871584 - 4   (Cor:  Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000018,"Trenzado 3x95 Al 0,6/1kV (m)",,,,"7,95 €","3,98 €","4,97 €",,,"5,69 €","1,40",8 USD,10 USD,"11,96 USD",,METRO,1000,,,1,9.565 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
5,NOWU - 871584 - 4   (Cor:  Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000019,"Cable 1x70 mm² Al 0,6/1 kV (m)",,,,"1,87 €","0,94 €","1,17 €",,,"1,34 €","1,40",2 USD,2 USD,"2,81 USD",,METRO,2000,,,1,4.500 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
5,NOWU - 871584 - 4   (Cor:  Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000015,Cable 1x95 mm² Al 18/30 kV (m),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,4000,,,1,40.242 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
6,CRXU - 940459 - 4   (Cor: Laranja) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,C,0000000024,Maquina desconocida tipo 1,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,m3,,,,,
6,CRXU - 940459 - 4   (Cor: Laranja) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000020,Trafo  400 kVA 15kV,,,,,"4.650,00 €",5.813 €,,,6.660 €,"1,40",9.325 USD,11.190 USD,13.987 USD,,UNIDAD,3,,,1,33.569 USD,TARIFA TESAR 2013,,,,,m3,,,,,
6,CRXU - 940459 - 4   (Cor: Laranja) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000021,Trafo seco 400kVA 15kV,,,,,"6.200,00 €",7.750 €,,,8.881 €,"1,40",12.433 USD,14.919 USD,18.649 USD,,UNIDAD,1,,,1,14.919 USD,TARIFA TESAR 2013,,,,,m3,,,,,
6,CRXU - 940459 - 4   (Cor: Laranja) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000022,Trafo 1250 kVA 30kV,,,,,"11.300,00 €",14.125 €,,,16.186 €,"1,40",22.660 USD,27.192 USD,33.990 USD,,UNIDAD,1,,,1,27.192 USD,TARIFA TESAR 2013,,,,,m3,,,,,
6,CRXU - 940459 - 4   (Cor: Laranja) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000023,Celda FLUOKIT  M24+ -IS,,,,,,1.803 €,,,2.066 €,"1,40",2.892 USD,3.471 USD,4.339 USD,,UNIDAD,1,,,1,3.471 USD,FRA.,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000304,Cable 1x95 mm² Al 12/20 kV (restos),,,,,,"5,96 €",,,"6,83 €","1,40","9,56 USD","11,47 USD","14,34 USD",,METRO,1,,,1,"11,47 USD",FRA. 13.074.13,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000417,Contador 3F 10(100)A,,,,,,248 €,,,"283,61 €","1,40",397 USD,476 USD,"595,57 USD",,UNIDAD,175,,,1,83.380 USD,FRA. 11.015.11,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000006,Maquina deteccion averias,,,,,,"52.941,00 €",,,"60.664,21 €","1,40",84.930 USD,101.916 USD,"127.394,84 USD",,,0,,,1,0 USD,FRA. 12.024.12,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000416,Maquina reconexion automatica lineas,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,PROPIEDAD DE ENEL,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000415,Placas proteccion cables electricos(1m),,,,,,"0,80 €",,,"0,92 €","1,40","1,28 USD","1,54 USD","1,93 USD",,METRO,4950,,,1,7.623 USD,FRA. 11.015.11,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000418,Rollo cinta señalizacion cables (100m),,,,,,"9,00 €",,,"10,31 €","1,40","14,44 USD","17,33 USD","21,66 USD",,METRO,14,,,1,243 USD,FRA. 11.015.11,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000419,Trafo intensidad celda 10-20/5,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,6,,,1,0 USD,DESMONTADOS DE CELDA DE MEDIDA,,,,,m3,,,,,
7,NOWU - 407532 - 7    (Cor: Azul ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000420,Trafo tension celda 2/500,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,6,,,1,0 USD,DESMONTADOS DE CELDA DE MEDIDA,,,,,m3,,,,,
10,TPOU - 400523 - 7  (Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000022,Trafo 1250 kVA 30kV,,,,,"11.300,00 €",14.125 €,,,16.186 €,"1,40",22.660 USD,27.192 USD,33.990 USD,,UNIDAD,1,,,1,27.192 USD,TARIFA TESAR 2013,,,,,m3,,,,,
10,TPOU - 400523 - 7  (Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000025,Trafo 250 kVA 30kV,,,,,"4.345,00 €",5.431 €,,,6.224 €,"1,40",8.713 USD,10.456 USD,13.070 USD,,UNIDAD,5,,,1,52.278 USD,TARIFA TESAR 2013,,,,,m3,,,,,
10,TPOU - 400523 - 7  (Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000026,Trafo 630 kVA 30kV,,,,,"6.450,00 €",8.063 €,,,9.239 €,"1,40",12.934 USD,15.521 USD,19.401 USD,,UNIDAD,1,,,1,15.521 USD,TARIFA TESAR 2013,,,,,m3,,,,,
10,TPOU - 400523 - 7  (Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000027,Trafo 250 kVA 15kV,,,,,"3.900,00 €",4.875 €,,,5.586 €,"1,40",7.821 USD,9.385 USD,11.731 USD,,UNIDAD,1,,,1,9.385 USD,TARIFA TESAR 2013,,,,,m3,,,,,
11,XXXU - 460370 - 3,LAD,SAEMA-STOCKS,ENERGIA,OTROS,ACCESORIOS,C,,Tubo corrugado de diferentes tipos quemados,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,0,,,0,0 USD,MATERIAL INSERVIBLE,,,,,m3,,,,,
12,NOWU - 981008 - 6    (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,AGUA,ETAPS,FILTROS,C,0000000004,Filtros Lama F17 C 5m³/h,,,,,,7.390 €,,,"8.467,67 €","1,40",11.855 USD,14.226 USD,"17.782,10 USD",,UNIDAD,4,,,1,56.903 USD,FRA. 12.013.12,,,,,m3,,,,,
12,NOWU - 981008 - 6    (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,AGUA,ETAPS,ACCESORIOS,C,0000000058,Tanque sulfato 250l,,,,,,178 €,,,"204,32 €","1,40",286 USD,343 USD,"429,08 USD",,UNIDAD,4,,,1,1.373 USD,FRA. 11.059.11,,,,,m3,,,,,
13,GSTU - 871854 - 0    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,OTROS,MAT. CONS,MATERIAL CONSTRUCCION,C,0000000421,Lamina Geotextil Poliester(Rollo),,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,37,,,1,0 USD,,,,,,m3,,,,,
13,GSTU - 871854 - 0    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,OTROS,MAT. CONS,MATERIAL CONSTRUCCION,C,0000000422,Lamina PVC (Rollo),,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,3,,,1,0 USD,,,,,,m3,,,,,
15,NOWU - 618114 - 3    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000027,Trafo 250 kVA 15kV,,,,,"3.900,00 €",4.875 €,,,5.586 €,"1,40",7.821 USD,9.385 USD,11.731 USD,,UNIDAD,4,,,1,37.539 USD,TARIFA TESAR 2013,,,,,m3,,,,,
15,NOWU - 618114 - 3    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000028,Trafo 160 kVA 30kV,,,,,"3.355,00 €",4.194 €,,,4.806 €,"1,40",6.728 USD,8.073 USD,10.092 USD,,UNIDAD,6,,,1,48.440 USD,TARIFA TESAR 2013,,,,,m3,,,,,
15,NOWU - 618114 - 3    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000037,Trafo 100 kVA 30kV,,,,,"2.700,00 €",3.375 €,,,3.867 €,"1,40",5.414 USD,6.497 USD,8.121 USD,,UNIDAD,1,,,1,6.497 USD,TARIFA TESAR 2013,,,,,m3,,,,,
18,NOWU - 550709 - 2    (Cor: Verde) de 40P,LAD,SAEMA-STOCKS,ENERGIA,FV,PANELES,A,0000000401,Panel fotovoltaico 24V 170Wp,,,,,,157 €,,,"179,40 €","1,40",251 USD,301 USD,"376,74 USD",,UNIDAD,8,,,1,2.411 USD,FRA.12.033.12,,,,,m3,,,,,
18,NOWU - 550709 - 2    (Cor: Verde) de 40P,LAD,SAEMA-STOCKS,ENERGIA,FV,PANELES,A,0000000523,Panel fotovoltaico 24V 240Wp,,,,,,"182,44 €","23,53 €","12,90%",206 €,"1,40",288 USD,346 USD,433 USD,,UNIDAD,65,,,1,22.492 USD,FRA.13.079.13,2.312 €,5.562 €,391 €,"0,086",m3,"0,285%","3,450",40,"30,30","272,77 €"
18,NOWU - 550709 - 2    (Cor: Verde) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,A,0000000402,Pica de tierra Cu 2m,,,,,,7 €,,,"8,46 €","1,40",12 USD,14 USD,"17,76 USD",,,183,,,1,2.600 USD,FRA.13.047.13,,,,,m3,,,,,
20,NOWU - 780969 - 8    (Cor: Azul) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000015,Cable 1x95 mm² Al 18/30 kV (m),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,9000,,,1,90.543 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
20,NOWU - 780969 - 8    (Cor: Azul) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000302,Cable 1x95 mm² Al 12/20 kV (m),,,,,,"5,96 €",,,"6,83 €","1,40",10 USD,11 USD,"14,34 USD",,METRO,2000,,,1,22.947 USD,FRA. 13.074.13,,,,,m3,,,,,
21,FBLU - 900294 - 3    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000015,Cable 1x95 mm² Al 18/30 kV (m),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,3500,,,1,35.211 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
21,FBLU - 900294 - 3    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000303,Cable 1x95 mm² Al 18/30 kV (restos),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,10,,,1,101 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
21,FBLU - 900294 - 3    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000304,Cable 1x95 mm² Al 12/20 kV (restos),,,,,,"5,96 €",,,"6,83 €","1,40",10 USD,11 USD,"14,34 USD",,METRO,10,,,1,115 USD,FRA. 13.074.13,,,,,m3,,,,,
23,OWNU - 111523 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000025,Trafo 250 kVA 30kV,,,,,"4.345,00 €",5.431 €,,,6.224 €,"1,40",8.713 USD,10.456 USD,13.070 USD,,UNIDAD,1,,,1,10.456 USD,TARIFA TESAR 2013,,,,,m3,,,,,
23,OWNU - 111523 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000029,Trafo 1000 kVA 30kV,,,,,"9.200,00 €",11.500 €,,,13.178 €,"1,40",18.449 USD,22.138 USD,27.673 USD,,UNIDAD,4,,,1,88.554 USD,TARIFA TESAR 2013,,,,,m3,,,,,
23,OWNU - 111523 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000030,Trafo  630 kVA 15kV,,,,,"5.775,00 €",7.219 €,,,8.272 €,"1,40",11.581 USD,13.897 USD,17.371 USD,,UNIDAD,3,,,1,41.690 USD,TARIFA TESAR 2013,,,,,m3,,,,,
23,OWNU - 111523 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000032,Seccionador 36kV,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,0,0 USD,AVERIADO,,,,,m3,,,,,
25,GLDU - 050734 - 1    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000407,Celda 2L+1T 36kV,,,,,,10.508 €,744 €,"7,08%",11.252 €,"1,40",15.753 USD,18.904 USD,23.630 USD,,UNIDAD,2,,,1,37.808 USD,FRA. 9.052.09,3.360 €,18.173 €,1.702 €,"2,230",m3,"3,204%","2,230",1,"69,610","333,79 €"
25,GLDU - 050734 - 1    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000408,Celda M 36kV,,,,,,7.440 €,790 €,"10,61%",8.230 €,"1,40",11.521 USD,13.826 USD,17.282 USD,,UNIDAD,3,,,1,41.477 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"3,800",m3,"8,754%","3,800",1,"43,410","207,79 €"
